onset	duration	trial_type	stim_site
33.8597	0.5	FUS_pulse	insular
39.3403666666667	0.5	FUS_pulse	insular
44.8274	0.5	FUS_pulse	insular
50.3056333333333	0.5	FUS_pulse	insular
55.7917333333333	0.5	FUS_pulse	insular
61.2721	0.5	FUS_pulse	insular
66.7533	0.5	FUS_pulse	insular
72.2337	0.5	FUS_pulse	insular
77.7187	0.5	FUS_pulse	insular
83.2020333333333	0.5	FUS_pulse	insular
88.6815	0.5	FUS_pulse	insular
94.1668	0.5	FUS_pulse	insular
99.6491333333333	0.5	FUS_pulse	insular
105.130966666667	0.5	FUS_pulse	insular
110.611433333333	0.5	FUS_pulse	insular
116.0974	0.5	FUS_pulse	insular
121.579966666667	0.5	FUS_pulse	insular
127.059	0.5	FUS_pulse	insular
132.535033333333	0.5	FUS_pulse	insular
138.013066666667	0.5	FUS_pulse	insular
143.492466666667	0.5	FUS_pulse	insular
148.9702	0.5	FUS_pulse	insular
154.448633333333	0.5	FUS_pulse	insular
159.927566666667	0.5	FUS_pulse	insular
165.405533333333	0.5	FUS_pulse	insular
170.8854	0.5	FUS_pulse	insular
176.364333333333	0.5	FUS_pulse	insular
181.8442	0.5	FUS_pulse	insular
187.3238	0.5	FUS_pulse	insular
192.8042	0.5	FUS_pulse	insular
