onset	duration	trial_type	stim_site
6.17943333333333	0.5	FUS_pulse	insular
11.6539	0.5	FUS_pulse	insular
17.1291	0.5	FUS_pulse	insular
22.6035666666667	0.5	FUS_pulse	insular
28.0797333333333	0.5	FUS_pulse	insular
33.5564666666667	0.5	FUS_pulse	insular
39.0321666666667	0.5	FUS_pulse	insular
44.5071	0.5	FUS_pulse	insular
49.9825	0.5	FUS_pulse	insular
55.4571	0.5	FUS_pulse	insular
60.9305666666667	0.5	FUS_pulse	insular
66.4046333333333	0.5	FUS_pulse	insular
71.8788666666667	0.5	FUS_pulse	insular
77.3554	0.5	FUS_pulse	insular
82.8293666666667	0.5	FUS_pulse	insular
88.3027666666667	0.5	FUS_pulse	insular
93.7772	0.5	FUS_pulse	insular
99.2522666666667	0.5	FUS_pulse	insular
104.726333333333	0.5	FUS_pulse	insular
110.2009	0.5	FUS_pulse	insular
115.676133333333	0.5	FUS_pulse	insular
121.1522	0.5	FUS_pulse	insular
126.629466666667	0.5	FUS_pulse	insular
132.1042	0.5	FUS_pulse	insular
137.578633333333	0.5	FUS_pulse	insular
