onset	duration	trial_type	stim_site
17.2197333333333	0.02	Tactile	Left_hand
22.6950333333333	0.02	Tactile	Left_hand
28.1711666666667	0.02	Tactile	Left_hand
33.6460666666667	0.02	Tactile	Left_hand
39.1198333333333	0.02	Tactile	Left_hand
44.595	0.02	Tactile	Left_hand
50.0701	0.02	Tactile	Left_hand
55.5483666666667	0.02	Tactile	Left_hand
61.0254666666667	0.02	Tactile	Left_hand
66.501	0.02	Tactile	Left_hand
71.9747333333333	0.02	Tactile	Left_hand
77.4504	0.02	Tactile	Left_hand
82.9257333333333	0.02	Tactile	Left_hand
88.4007333333333	0.02	Tactile	Left_hand
93.876	0.02	Tactile	Left_hand
99.3502333333333	0.02	Tactile	Left_hand
104.824966666667	0.02	Tactile	Left_hand
110.302033333333	0.02	Tactile	Left_hand
115.775633333333	0.02	Tactile	Left_hand
121.2513	0.02	Tactile	Left_hand
126.724633333333	0.02	Tactile	Left_hand
132.198666666667	0.02	Tactile	Left_hand
137.6755	0.02	Tactile	Left_hand
143.152	0.02	Tactile	Left_hand
148.628633333333	0.02	Tactile	Left_hand
154.105	0.02	Tactile	Left_hand
159.580166666667	0.02	Tactile	Left_hand
165.055633333333	0.02	Tactile	Left_hand
170.532233333333	0.02	Tactile	Left_hand
176.010066666667	0.02	Tactile	Left_hand
181.486133333333	0.02	Tactile	Left_hand
186.959966666667	0.02	Tactile	Left_hand
192.4367	0.02	Tactile	Left_hand
197.9135	0.02	Tactile	Left_hand
203.389666666667	0.02	Tactile	Left_hand
208.864133333333	0.02	Tactile	Left_hand
214.339166666667	0.02	Tactile	Left_hand
219.812733333333	0.02	Tactile	Left_hand
225.2865	0.02	Tactile	Left_hand
230.7605	0.02	Tactile	Left_hand
236.2362	0.02	Tactile	Left_hand
241.712366666667	0.02	Tactile	Left_hand
247.186866666667	0.02	Tactile	Left_hand
252.664666666667	0.02	Tactile	Left_hand
258.137966666667	0.02	Tactile	Left_hand
263.611433333333	0.02	Tactile	Left_hand
269.085633333333	0.02	Tactile	Left_hand
274.560633333333	0.02	Tactile	Left_hand
280.0374	0.02	Tactile	Left_hand
285.510533333333	0.02	Tactile	Left_hand
