onset	duration	trial_type	stim_site
6.25036666666667	0.5	FUS_pulse	VPL
11.7236666666667	0.5	FUS_pulse	VPL
17.1976	0.5	FUS_pulse	VPL
22.6722666666667	0.5	FUS_pulse	VPL
28.1478	0.5	FUS_pulse	VPL
33.6219	0.5	FUS_pulse	VPL
39.0956333333333	0.5	FUS_pulse	VPL
44.5694	0.5	FUS_pulse	VPL
50.0468	0.5	FUS_pulse	VPL
55.5227	0.5	FUS_pulse	VPL
60.9959	0.5	FUS_pulse	VPL
66.4707	0.5	FUS_pulse	VPL
71.9482	0.5	FUS_pulse	VPL
77.4286333333333	0.5	FUS_pulse	VPL
82.9021666666667	0.5	FUS_pulse	VPL
88.3751	0.5	FUS_pulse	VPL
93.848	0.5	FUS_pulse	VPL
99.3262	0.5	FUS_pulse	VPL
104.801033333333	0.5	FUS_pulse	VPL
110.278933333333	0.5	FUS_pulse	VPL
115.752066666667	0.5	FUS_pulse	VPL
121.227166666667	0.5	FUS_pulse	VPL
126.701733333333	0.5	FUS_pulse	VPL
132.176433333333	0.5	FUS_pulse	VPL
137.653833333333	0.5	FUS_pulse	VPL
