onset	duration	trial_type	stim_site
7.47953333333333	0.02	Tactile	Left_hand
12.9543666666667	0.02	Tactile	Left_hand
18.429	0.02	Tactile	Left_hand
23.9047	0.02	Tactile	Left_hand
29.379	0.02	Tactile	Left_hand
34.8549333333333	0.02	Tactile	Left_hand
40.3298666666667	0.02	Tactile	Left_hand
45.8039666666667	0.02	Tactile	Left_hand
51.2781666666667	0.02	Tactile	Left_hand
56.7522	0.02	Tactile	Left_hand
62.2271	0.02	Tactile	Left_hand
67.7011333333333	0.02	Tactile	Left_hand
73.1749	0.02	Tactile	Left_hand
78.6498333333333	0.02	Tactile	Left_hand
84.1258666666667	0.02	Tactile	Left_hand
89.6015666666667	0.02	Tactile	Left_hand
95.0761333333333	0.02	Tactile	Left_hand
100.550266666667	0.02	Tactile	Left_hand
106.0261	0.02	Tactile	Left_hand
111.501366666667	0.02	Tactile	Left_hand
116.975366666667	0.02	Tactile	Left_hand
122.448133333333	0.02	Tactile	Left_hand
127.9229	0.02	Tactile	Left_hand
133.401433333333	0.02	Tactile	Left_hand
138.8759	0.02	Tactile	Left_hand
144.351833333333	0.02	Tactile	Left_hand
149.8271	0.02	Tactile	Left_hand
155.3006	0.02	Tactile	Left_hand
160.778033333333	0.02	Tactile	Left_hand
166.2537	0.02	Tactile	Left_hand
