onset	duration	trial_type	stim_site
4.88633333333333	0.02	Tactile	Left_hand
10.36	0.02	Tactile	Left_hand
15.8342666666667	0.02	Tactile	Left_hand
21.3094333333333	0.02	Tactile	Left_hand
26.7858333333333	0.02	Tactile	Left_hand
32.2610666666667	0.02	Tactile	Left_hand
37.7345666666667	0.02	Tactile	Left_hand
43.2099666666667	0.02	Tactile	Left_hand
48.6836666666667	0.02	Tactile	Left_hand
54.1602666666667	0.02	Tactile	Left_hand
59.6363333333333	0.02	Tactile	Left_hand
65.1137666666667	0.02	Tactile	Left_hand
70.5883	0.02	Tactile	Left_hand
76.0635	0.02	Tactile	Left_hand
81.5382	0.02	Tactile	Left_hand
87.0145666666667	0.02	Tactile	Left_hand
92.4927	0.02	Tactile	Left_hand
97.9673	0.02	Tactile	Left_hand
103.443133333333	0.02	Tactile	Left_hand
108.9193	0.02	Tactile	Left_hand
114.393833333333	0.02	Tactile	Left_hand
119.8678	0.02	Tactile	Left_hand
125.343966666667	0.02	Tactile	Left_hand
130.818033333333	0.02	Tactile	Left_hand
136.2931	0.02	Tactile	Left_hand
141.767066666667	0.02	Tactile	Left_hand
147.244166666667	0.02	Tactile	Left_hand
152.7173	0.02	Tactile	Left_hand
158.1925	0.02	Tactile	Left_hand
163.666533333333	0.02	Tactile	Left_hand
