onset	duration	trial_type	stim_site
10.5034666666667	0.02	Tactile	Left_hand
15.9777666666667	0.02	Tactile	Left_hand
21.4558	0.02	Tactile	Left_hand
26.9364666666667	0.02	Tactile	Left_hand
32.4201	0.02	Tactile	Left_hand
37.9008333333333	0.02	Tactile	Left_hand
43.3815666666667	0.02	Tactile	Left_hand
48.8634666666667	0.02	Tactile	Left_hand
54.3452	0.02	Tactile	Left_hand
59.8331	0.02	Tactile	Left_hand
65.3141	0.02	Tactile	Left_hand
70.7936666666667	0.02	Tactile	Left_hand
76.2758	0.02	Tactile	Left_hand
81.7603666666667	0.02	Tactile	Left_hand
87.2411333333333	0.02	Tactile	Left_hand
92.7240666666667	0.02	Tactile	Left_hand
98.2048333333333	0.02	Tactile	Left_hand
103.688466666667	0.02	Tactile	Left_hand
109.171133333333	0.02	Tactile	Left_hand
114.654	0.02	Tactile	Left_hand
120.136166666667	0.02	Tactile	Left_hand
125.6157	0.02	Tactile	Left_hand
131.096666666667	0.02	Tactile	Left_hand
136.5805	0.02	Tactile	Left_hand
142.063633333333	0.02	Tactile	Left_hand
147.550133333333	0.02	Tactile	Left_hand
153.033966666667	0.02	Tactile	Left_hand
158.519533333333	0.02	Tactile	Left_hand
164.005266666667	0.02	Tactile	Left_hand
169.482466666667	0.02	Tactile	Left_hand
174.9618	0.02	Tactile	Left_hand
180.441333333333	0.02	Tactile	Left_hand
185.927866666667	0.02	Tactile	Left_hand
191.4094	0.02	Tactile	Left_hand
196.889566666667	0.02	Tactile	Left_hand
202.376266666667	0.02	Tactile	Left_hand
207.8601	0.02	Tactile	Left_hand
213.343766666667	0.02	Tactile	Left_hand
218.824166666667	0.02	Tactile	Left_hand
224.309233333333	0.02	Tactile	Left_hand
229.790033333333	0.02	Tactile	Left_hand
235.2753	0.02	Tactile	Left_hand
240.7575	0.02	Tactile	Left_hand
246.238	0.02	Tactile	Left_hand
251.722266666667	0.02	Tactile	Left_hand
257.2018	0.02	Tactile	Left_hand
262.688866666667	0.02	Tactile	Left_hand
268.169666666667	0.02	Tactile	Left_hand
273.653466666667	0.02	Tactile	Left_hand
279.132933333333	0.02	Tactile	Left_hand
