onset	duration	trial_type	stim_site
11.1042666666667	0.02	Tactile	Left_hand
16.5793333333333	0.02	Tactile	Left_hand
22.0539666666667	0.02	Tactile	Left_hand
27.5310333333333	0.02	Tactile	Left_hand
33.0066666666667	0.02	Tactile	Left_hand
38.4817666666667	0.02	Tactile	Left_hand
43.9576	0.02	Tactile	Left_hand
49.4315333333333	0.02	Tactile	Left_hand
54.9078666666667	0.02	Tactile	Left_hand
60.3849333333333	0.02	Tactile	Left_hand
65.8635333333333	0.02	Tactile	Left_hand
71.3391	0.02	Tactile	Left_hand
76.8147	0.02	Tactile	Left_hand
82.2910666666667	0.02	Tactile	Left_hand
87.7666666666667	0.02	Tactile	Left_hand
93.2414666666667	0.02	Tactile	Left_hand
98.7189666666667	0.02	Tactile	Left_hand
104.1933	0.02	Tactile	Left_hand
109.668266666667	0.02	Tactile	Left_hand
115.141566666667	0.02	Tactile	Left_hand
120.6176	0.02	Tactile	Left_hand
126.0939	0.02	Tactile	Left_hand
131.568966666667	0.02	Tactile	Left_hand
137.046533333333	0.02	Tactile	Left_hand
142.522733333333	0.02	Tactile	Left_hand
148.000133333333	0.02	Tactile	Left_hand
153.474833333333	0.02	Tactile	Left_hand
158.949333333333	0.02	Tactile	Left_hand
164.424366666667	0.02	Tactile	Left_hand
169.9013	0.02	Tactile	Left_hand
175.379466666667	0.02	Tactile	Left_hand
180.855666666667	0.02	Tactile	Left_hand
186.333733333333	0.02	Tactile	Left_hand
191.807566666667	0.02	Tactile	Left_hand
197.283233333333	0.02	Tactile	Left_hand
202.7604	0.02	Tactile	Left_hand
208.234366666667	0.02	Tactile	Left_hand
213.7087	0.02	Tactile	Left_hand
219.1848	0.02	Tactile	Left_hand
224.658333333333	0.02	Tactile	Left_hand
230.1342	0.02	Tactile	Left_hand
235.610133333333	0.02	Tactile	Left_hand
241.0851	0.02	Tactile	Left_hand
246.559833333333	0.02	Tactile	Left_hand
252.0352	0.02	Tactile	Left_hand
257.508766666667	0.02	Tactile	Left_hand
262.9847	0.02	Tactile	Left_hand
268.459166666667	0.02	Tactile	Left_hand
273.935566666667	0.02	Tactile	Left_hand
279.412266666667	0.02	Tactile	Left_hand
