onset	duration	trial_type	stim_site
5.2895	0.5	FUS_pulse	VPL
10.7645	0.5	FUS_pulse	VPL
16.2386333333333	0.5	FUS_pulse	VPL
21.7209666666667	0.5	FUS_pulse	VPL
27.201	0.5	FUS_pulse	VPL
32.6817666666667	0.5	FUS_pulse	VPL
38.1623	0.5	FUS_pulse	VPL
43.6437333333333	0.5	FUS_pulse	VPL
49.1253666666667	0.5	FUS_pulse	VPL
54.6032666666667	0.5	FUS_pulse	VPL
60.086	0.5	FUS_pulse	VPL
65.5655666666667	0.5	FUS_pulse	VPL
71.0453333333333	0.5	FUS_pulse	VPL
76.5277333333333	0.5	FUS_pulse	VPL
82.0149	0.5	FUS_pulse	VPL
87.5007333333333	0.5	FUS_pulse	VPL
92.9794666666667	0.5	FUS_pulse	VPL
98.4563666666667	0.5	FUS_pulse	VPL
103.938333333333	0.5	FUS_pulse	VPL
109.4182	0.5	FUS_pulse	VPL
114.899233333333	0.5	FUS_pulse	VPL
120.386733333333	0.5	FUS_pulse	VPL
125.868566666667	0.5	FUS_pulse	VPL
131.3493	0.5	FUS_pulse	VPL
136.832233333333	0.5	FUS_pulse	VPL
142.313666666667	0.5	FUS_pulse	VPL
147.795866666667	0.5	FUS_pulse	VPL
153.275233333333	0.5	FUS_pulse	VPL
158.755433333333	0.5	FUS_pulse	VPL
164.238833333333	0.5	FUS_pulse	VPL
