onset	duration	trial_type	stim_site
6.56976666666667	0.5	FUS_pulse	VPL
12.043	0.5	FUS_pulse	VPL
17.5212	0.5	FUS_pulse	VPL
22.9991	0.5	FUS_pulse	VPL
28.4785333333333	0.5	FUS_pulse	VPL
33.9593	0.5	FUS_pulse	VPL
39.4412666666667	0.5	FUS_pulse	VPL
44.9229666666667	0.5	FUS_pulse	VPL
50.4008666666667	0.5	FUS_pulse	VPL
55.8794333333333	0.5	FUS_pulse	VPL
61.3602	0.5	FUS_pulse	VPL
66.8381333333333	0.5	FUS_pulse	VPL
72.3140666666667	0.5	FUS_pulse	VPL
77.7929	0.5	FUS_pulse	VPL
83.1105666666667	0.5	FUS_pulse	VPL
88.5831666666667	0.5	FUS_pulse	VPL
94.0548666666667	0.5	FUS_pulse	VPL
99.5373	0.5	FUS_pulse	VPL
105.0119	0.5	FUS_pulse	VPL
110.494233333333	0.5	FUS_pulse	VPL
115.973366666667	0.5	FUS_pulse	VPL
121.430066666667	0.5	FUS_pulse	VPL
126.9086	0.5	FUS_pulse	VPL
132.388866666667	0.5	FUS_pulse	VPL
137.869766666667	0.5	FUS_pulse	VPL
143.346133333333	0.5	FUS_pulse	VPL
148.825833333333	0.5	FUS_pulse	VPL
154.295566666667	0.5	FUS_pulse	VPL
159.772233333333	0.5	FUS_pulse	VPL
165.251333333333	0.5	FUS_pulse	VPL
