onset	duration	trial_type	stim_site
6.21696666666667	0.5	FUS_pulse	VPL
11.6960666666667	0.5	FUS_pulse	VPL
17.1777	0.5	FUS_pulse	VPL
22.6612333333333	0.5	FUS_pulse	VPL
28.1405	0.5	FUS_pulse	VPL
33.6205666666667	0.5	FUS_pulse	VPL
39.1084333333333	0.5	FUS_pulse	VPL
44.5947666666667	0.5	FUS_pulse	VPL
50.0727666666667	0.5	FUS_pulse	VPL
55.5528	0.5	FUS_pulse	VPL
61.0371666666667	0.5	FUS_pulse	VPL
66.5165333333333	0.5	FUS_pulse	VPL
71.998	0.5	FUS_pulse	VPL
77.4779	0.5	FUS_pulse	VPL
82.9645	0.5	FUS_pulse	VPL
88.4456	0.5	FUS_pulse	VPL
93.9331333333333	0.5	FUS_pulse	VPL
99.4150333333333	0.5	FUS_pulse	VPL
104.8966	0.5	FUS_pulse	VPL
110.3825	0.5	FUS_pulse	VPL
115.865666666667	0.5	FUS_pulse	VPL
121.3485	0.5	FUS_pulse	VPL
126.8292	0.5	FUS_pulse	VPL
132.308133333333	0.5	FUS_pulse	VPL
137.7877	0.5	FUS_pulse	VPL
143.2684	0.5	FUS_pulse	VPL
148.748133333333	0.5	FUS_pulse	VPL
154.229066666667	0.5	FUS_pulse	VPL
159.706966666667	0.5	FUS_pulse	VPL
165.188266666667	0.5	FUS_pulse	VPL
